"lambda";"moy"
848;0,7452876202
849;0,7452373542
850;0,7448952858
851;0,7443140762
852;0,7440655912
853;0,7437350722
854;0,7431316784
855;0,74313728
856;0,7434558196
857;0,7431321666
858;0,7429369838
859;0,7429532406
860;0,7422863488
861;0,7415181686
862;0,7417229212
863;0,7416758074
864;0,7413559112
865;0,7407845012
866;0,740238928
867;0,7399686714
868;0,7394422578
869;0,738726501
870;0,738847839
871;0,7388847492
872;0,7386556306
873;0,7388707614
874;0,7391991786
875;0,7379802092
876;0,7374969078
877;0,7380792548
878;0,7375451056
879;0,736824802
880;0,7368714096
881;0,7363673086
882;0,7353277438
883;0,7352674276
884;0,735227045
885;0,7348628884
886;0,7345648952
887;0,7343057532
888;0,7342093934
889;0,7338774744
890;0,7330943054
891;0,7324459188
892;0,731893001
893;0,731850952
894;0,7319032034
895;0,7320753134
896;0,7305555192
897;0,7290246846
898;0,7292043832
899;0,7290699668
900;0,7286675056
901;0,728700361
902;0,7286943202
903;0,7284921804
904;0,7279125838
905;0,7271447274
906;0,7277976048
907;0,7282896774
908;0,7285144356
909;0,728042015
910;0,7272356226
911;0,7257732824
912;0,725352806
913;0,7261034976
914;0,7250498878
915;0,7240874656
916;0,7246726068
917;0,7244628878
918;0,72365576
919;0,7240256564
920;0,7238139242
921;0,7221863542
922;0,722381335
923;0,723400905
924;0,7230061008
925;0,7228472132
926;0,7230293132
927;0,7222898202
928;0,7214882526
929;0,7219361416
930;0,722664276
931;0,7236685692
932;0,7226082154
933;0,721535411
934;0,721376426
935;0,7203163264
936;0,7186620532
937;0,7200194894
938;0,7206679632
939;0,7197964088
940;0,7205470814
941;0,7218281066
942;0,7214298952
943;0,720775176
944;0,7197920804
945;0,7183593346
946;0,7170806834
947;0,7171064078
948;0,7174292612
949;0,7180125788
950;0,7174538656
951;0,7171401908
952;0,717803372
953;0,716122432
954;0,7131594718
955;0,7164587584
956;0,7179124708
957;0,7161232302
958;0,7164217046
959;0,71719789
960;0,7158324914
961;0,7155587316
962;0,7165309526
963;0,7140768366
964;0,7118545136
965;0,713163793
966;0,7133835424
967;0,7127710776
968;0,7119710916
969;0,7118165072
970;0,7132160588
971;0,713846379
972;0,7140661872
973;0,7134998144
974;0,7128068036
975;0,7119276718
976;0,7114391914
977;0,7109165958
978;0,7094927288
979;0,7098648952
980;0,712073369
981;0,7110056978
982;0,7094457196
983;0,7078761214
984;0,7062234692
985;0,7045015538
986;0,7056295828
987;0,7068207804
988;0,7079678554
989;0,7058165376
990;0,7027066092
991;0,705527527
992;0,7070434266
993;0,7067615082
994;0,7090351122
995;0,7102852616
996;0,7036371586
997;0,700906972
998;0,7017356022
999;0,7035661196
1000;0,7049310592
1001;0,7045840788
1002;0,702754767
1003;0,6999919814
1004;0,6991686796
1005;0,6976733796
1006;0,6950860274
1007;0,6961743568
1008;0,6984669012
1009;0,6994564756
1010;0,7005592748
1011;0,7017993312
1012;0,7041661206
1013;0,705386075
1014;0,7009808626
1015;0,6966501536
1016;0,6922704614
1017;0,6961420044
1018;0,699422303
1019;0,7000520508
1020;0,6989222778
1021;0,6968023608
1022;0,6933585124
1023;0,6948775056
1024;0,704274768
1025;0,701108377
1026;0,6943677816
1027;0,6904381164
1028;0,6883238132
1029;0,6880636172
1030;0,6950960658
1031;0,6997409992
1032;0,6924630178
1033;0,6962432952
1034;0,7081263868
1035;0,6916568646
1036;0,6812296272
1037;0,6860442494
1038;0,6894734872
1039;0,6918473502
1040;0,6890721606
1041;0,6916010064
1042;0,701372161
1043;0,6854884556
1044;0,6671332622
1045;0,6787951602
1046;0,6881561958
1047;0,6950922736
1048;0,6974702514
1049;0,6979970176
1050;0,6948102702
1051;0,693459238
1052;0,6932432432
1053;0,700728709
1054;0,6966348704
1055;0,6720950752
1056;0,6659122842
1057;0,6687339036
1058;0,6968453744
1059;0,70991483
1060;0,7013970572
1061;0,6804248672
1062;0,666724713
1063;0,690612901
1064;0,6858555432
1065;0,6585574422
1066;0,663254508
1067;0,6755462976
1068;0,6979746828
1069;0,6928432478
1070;0,6761953292
1071;0,6693910214
1072;0,6701530052
1073;0,6826960388
1074;0,6899330002
1075;0,6933361524
